Species_abbr	Species_class	Name	Total_Genes	KEGG	Reactome	Biocyc	Panther	GO	Genes_with_KEGG_annotation	Genes_with_Reactome_annotation	Genes_with_BioCyc_aanotation	Genes_with_Panther_annotation	Genes_with_GO_annotation
bans	Bacteria	Bacillus anthracis SVA11	5905	114	0	0	0	0	1459	0	0	0	0
banr	Bacteria	Bacillus anthracis A16R	5762	114	0	0	0	0	1422	0	0	0	0
pje	Bacteria	Prevotella jejuni	3127	89	0	0	0	0	618	0	0	0	0
pjd	Bacteria	Paenibacillus sp. JDR-2	6414	118	0	0	0	0	1591	0	0	0	0
bane	Bacteria	Borrelia anserina	963	64	0	0	0	0	371	0	0	0	0
bang	Bacteria	Bifidobacterium angulatum	1650	90	0	0	0	0	617	0	0	0	0
bana	Bacteria	Candidatus Bipolaricaulis anaerobius	1378	82	0	0	0	0	436	0	0	0	0
banc	Bacteria	Bartonella ancashensis	1394	88	0	0	0	0	570	0	0	0	0
banm	Bacteria	Bifidobacterium animalis RH	1603	94	0	0	0	0	585	0	0	0	0
banl	Bacteria	Bifidobacterium animalis subsp. lactis ATCC 27673	1620	95	0	0	0	0	604	0	0	0	0
bamc	Bacteria	Bacillus amyloliquefaciens CC178	4074	116	0	0	0	0	1267	0	0	0	0
bani	Bacteria	Bifidobacterium animalis subsp. lactis Bl12	1607	94	0	0	0	0	593	0	0	0	0
banh	Bacteria	Bacillus anthracis HYU01	5617	114	0	0	0	0	1413	0	0	0	0
pgs	Bacteria	Pedobacter ginsengisoli	4548	106	0	0	0	0	900	0	0	0	0
pgp	Bacteria	Paraburkholderia graminis	6781	126	0	0	0	0	2030	0	0	0	0
xga	Bacteria	Xanthomonas gardneri	5225	123	0	0	0	0	1271	0	0	0	0
wgl	Bacteria	Wigglesworthia glossinidia morsitans (Glossina morsitans)	680	77	0	0	0	0	456	0	0	0	0
ntp	Bacteria	Nocardia terpenica	7994	138	0	0	0	0	1619	0	0	0	0
ntr	Bacteria	Novibacillus thermophilus	3542	108	0	0	0	0	1027	0	0	0	0
ntt	Bacteria	Candidatus Nitrosoglobus terrae	1894	102	0	0	0	0	711	0	0	0	0
nth	Bacteria	Natranaerobius thermophilus	3025	95	0	0	0	0	843	0	0	0	0
nto	Plants	Nicotiana tomentosiformis	37378	135	0	0	0	0	5686	0	0	0	0
nta	Plants	Nicotiana tabacum (common tobacco)	69539	135	0	0	0	3761	11285	0	0	0	24240
nte	Fungi	Neurospora tetrasperma	10380	119	0	0	0	0	1856	0	0	0	0
ntd	Bacteria	Novosphingobium tardaugens	4097	116	0	0	0	0	1060	0	0	0	0
mvq	Bacteria	Mycolicibacterium vaccae	5781	124	0	0	0	0	1445	0	0	0	0
mvr	Bacteria	Mannheimia sp. USDA-ARS-USMARC-1261	2462	104	0	0	0	0	927	0	0	0	0
mvs	Bacteria	Moritella viscosa	4870	113	0	0	0	0	1401	0	0	0	0
mvu	Archaea	Methanocaldococcus vulcanius	1808	82	0	0	0	0	612	0	0	0	0
mva	Bacteria	Mycolicibacterium vanbaalenii	6136	126	0	0	0	0	1402	0	0	0	0
mvc	Archaea	Methanosarcina vacuolata	3576	97	0	0	0	0	925	0	0	0	0
mvd	Bacteria	Microterricola viridarii	3358	115	0	0	0	0	1030	0	0	0	0
mve	Bacteria	Mannheimia varigena USDA-ARS-USMARC-1388	2176	104	0	0	0	0	937	0	0	0	0
mvg	Bacteria	Mannheimia varigena USDA-ARS-USMARC-1312	2062	101	0	0	0	0	920	0	0	0	0
mvi	Bacteria	Mannheimia varigena USDA-ARS-USMARC-1296	2190	103	0	0	0	0	942	0	0	0	0
mvn	Archaea	Methanococcus vannielii	1752	83	0	0	0	0	647	0	0	0	0
mvo	Archaea	Methanococcus voltae	1768	80	0	0	0	0	615	0	0	0	0
vqi	Bacteria	Vibrio qinghaiensis	3749	109	0	0	0	0	1201	0	0	0	0
nbr	Bacteria	Nocardia brasiliensis	8471	137	0	0	0	0	1744	0	0	0	0
tee	Bacteria	Candidatus Tenderia electrophaga	3444	113	0	0	0	0	1024	0	0	0	0
beba	Bacteria	Betaproteobacteria bacterium GR16-43	4507	118	0	0	0	0	1275	0	0	0	0
nba	Bacteria	Neisseriaceae bacterium DSM 100970	2564	108	0	0	0	0	780	0	0	0	0
ypr	Bacteria	Yersinia pseudotuberculosis EP2/+	4214	116	0	0	0	0	1578	0	0	0	0
yps	Bacteria	Yersinia pseudotuberculosis IP 32953 (serotype I)	4237	117	0	0	0	0	1588	0	0	0	0
ypp	Bacteria	Yersinia pestis Pestoides F (biovar Antiqua)	4262	117	0	0	0	0	1544	0	0	0	0
ypq	Bacteria	Yersinia pseudotuberculosis ATCC 6904	4248	115	0	0	0	0	1549	0	0	0	0
ypv	Bacteria	Yersinia pestis Shasta	4392	117	0	0	0	0	1557	0	0	0	0
ypw	Bacteria	Yersinia pestis PBM19	4462	117	0	0	0	0	1559	0	0	0	0
ypt	Bacteria	Yersinia pestis A1122	4333	115	0	0	0	0	1510	0	0	0	0
ypu	Bacteria	Yersinia pseudotuberculosis MD67	4166	116	0	0	0	0	1559	0	0	0	0
ypz	Bacteria	Yersinia pestis Z176003	3780	115	0	0	0	0	1481	0	0	0	0
nbg	Archaea	Natronorubrum bangense	4312	100	0	0	0	0	991	0	0	0	0
ypx	Bacteria	Yersinia pestis D182038	3879	116	0	0	0	0	1541	0	0	0	0
ypy	Bacteria	Yersinia pseudotuberculosis YPIII (serotype O:3)	4305	115	0	0	0	0	1523	0	0	0	0
teu	Archaea	Thermococcus eurythermalis	2188	82	0	0	0	0	547	0	0	0	0
ypb	Bacteria	Yersinia pseudotuberculosis PB1/+ (serotype 1B)	4349	117	0	0	0	0	1577	0	0	0	0
ypc	Bacteria	Yersinia pseudotuberculosis 1	4149	116	0	0	0	0	1559	0	0	0	0
ypa	Bacteria	Yersinia pestis Antiqua (biovar Antiqua)	4470	117	0	0	0	0	1575	0	0	0	0
ypf	Bacteria	Yersinia pseudotuberculosis PA3606	4235	116	0	0	0	0	1585	0	0	0	0
ypg	Bacteria	Yersinia pestis Angola	4469	117	0	0	0	0	1445	0	0	0	0
ypd	Bacteria	Yersinia pestis D106004	3872	116	0	0	0	0	1530	0	0	0	0
ype	Bacteria	Yersinia pestis CO92 (biovar Orientalis)	4230	117	0	0	0	0	1503	0	0	0	0
ypj	Bacteria	Yersinia pestis Harbin35	4378	116	0	0	0	0	1568	0	0	0	0
ypk	Bacteria	Yersinia pestis KIM10+ (biovar Mediaevalis)	4359	116	0	0	0	0	1484	0	0	0	0
yph	Bacteria	Yersinia pestis Harbin 35 (biovar Medievalis)	4670	115	0	0	0	0	1465	0	0	0	0
ypi	Bacteria	Yersinia pseudotuberculosis IP 31758 (serotype O:1b)	4494	115	0	0	0	0	1566	0	0	0	0
ypn	Bacteria	Yersinia pestis Nepal516 (biovar Antiqua)	4203	115	0	0	0	0	1529	0	0	0	0
ypo	Bacteria	Yersinia pseudotuberculosis IP 32953 (serotype 1)	4294	117	0	0	0	0	1597	0	0	0	0
ypl	Bacteria	Yersinia pestis El Dorado	4401	117	0	0	0	0	1558	0	0	0	0
ypm	Bacteria	Yersinia pestis 91001 (biovar Microtus)	4277	117	0	0	0	0	1524	0	0	0	0
mba	Archaea	Methanosarcina barkeri Fusaro	3832	96	0	0	0	0	914	0	0	0	0
shyd	Bacteria	Sphingobium hydrophobicum	4460	118	0	0	0	0	1172	0	0	0	0
sul	Bacteria	Sulfurihydrogenibium sp. YO3AOP1	1829	92	0	0	0	0	686	0	0	0	0
hru	Archaea	Halovivax ruber	3187	100	0	0	0	0	793	0	0	0	0
pter	Bacteria	Paraburkholderia terrae	9068	128	0	0	0	0	2482	0	0	0	0
hro	Animals	Helobdella robusta	23426	125	0	0	0	4535	3022	0	0	0	8760
hrb	Bacteria	Herbaspirillum rubrisubalbicans	4758	122	0	0	0	0	1684	0	0	0	0
kphy	Bacteria	Kibdelosporangium phytohabitans	10588	138	0	0	0	0	1909	0	0	0	0
eme	Bacteria	Candidatus Evansia muelleri	369	52	0	0	0	0	273	0	0	0	0
emg	Bacteria	Elizabethkingia meningoseptica	3477	108	0	0	0	0	804	0	0	0	0
ema	Bacteria	Escherichia marmotae	5001	120	0	0	0	0	1527	0	0	0	0
eml	Bacteria	Entomoplasma melaleucae	881	53	0	0	0	0	279	0	0	0	0
emn	Bacteria	Elizabethkingia anophelis FMS-007	3664	108	0	0	0	0	836	0	0	0	0
emi	Bacteria	Elusimicrobium minutum	1599	93	0	0	0	0	500	0	0	0	0
emu	Bacteria	Enterococcus mundtii	3302	104	0	0	0	0	928	0	0	0	0
bpip	Bacteria	Brachyspira pilosicoli P43/6/78	2244	103	0	0	0	0	700	0	0	0	0
emr	Bacteria	Ehrlichia muris	964	66	0	0	0	0	443	0	0	0	0
cfar	Bacteria	Citrobacter farmeri	5746	118	0	0	0	0	1787	0	0	0	0
dso	Bacteria	Dickeya solani IPO 2222	4209	119	0	0	0	0	1605	0	0	0	0
coq	Bacteria	Commensalibacter sp. AMU001	1839	104	0	0	0	0	703	0	0	0	0
cop	Bacteria	Corynebacterium pseudotuberculosis 31	2237	103	0	0	0	0	783	0	0	0	0
cos	Bacteria	Corynebacterium pseudotuberculosis 42/02-A	2164	103	0	0	0	0	757	0	0	0	0
cor	Bacteria	Corynebacterium pseudotuberculosis 267	2249	102	0	0	0	0	765	0	0	0	0
cou	Bacteria	Corynebacterium pseudotuberculosis Cp162	2203	100	0	0	0	0	783	0	0	0	0
cot	Fungi	Candida orthopsilosis	5763	119	0	0	0	0	1939	0	0	0	0
cow	Bacteria	Caldicellulosiruptor owensensis	2323	93	0	0	0	0	767	0	0	0	0
ilo	Bacteria	Idiomarina loihiensis L2TR	2707	109	0	0	0	0	886	0	0	0	0
coz	Bacteria	Colwellia sp. PAMC 20917	3980	113	0	0	0	0	1020	0	0	0	0
ili	Bacteria	Idiomarina loihiensis GSL 199	2717	110	0	0	0	0	901	0	0	0	0
coa	Bacteria	Corynebacterium sp. ATCC 6931	2180	111	0	0	0	0	780	0	0	0	0
coc	Bacteria	Capnocytophaga ochracea	2255	90	0	0	0	0	612	0	0	0	0
cob	Bacteria	Caldicellulosiruptor obsidiansis	2390	97	0	0	0	0	768	0	0	0	0
coe	Bacteria	Corynebacterium pseudotuberculosis 258	2223	103	0	0	0	0	779	0	0	0	0
cod	Bacteria	Corynebacterium pseudotuberculosis 1/06-A	2127	102	0	0	0	0	739	0	0	0	0
brad	Bacteria	Bradyrhizobium sp. BF49	7431	125	0	0	0	0	1866	0	0	0	0
coi	Bacteria	Corynebacterium pseudotuberculosis CIP 52.97	2313	103	0	0	0	0	776	0	0	0	0
coh	Bacteria	Cohnella sp. 18JY8-7	4863	118	0	0	0	0	1366	0	0	0	0
com	Bacteria	Colwellia sp. MT41	3677	114	0	0	0	0	1106	0	0	0	0
col	Bacteria	Capnocytophaga sp. oral taxon 323	2255	90	0	0	0	0	598	0	0	0	0
coo	Bacteria	Coprococcus sp. ART55/1	2162	87	0	0	0	0	601	0	0	0	0
con	Bacteria	Confluentimicrobium sp. EMB200-NS6	4036	120	0	0	0	0	1330	0	0	0	0
tprf	Archaea	Thermococcus profundus	2151	88	0	0	0	0	594	0	0	0	0
tpro	Bacteria	Salipiger profundus	5269	116	0	0	0	0	1662	0	0	0	0
mmet	Archaea	Methanococcoides methylutens	2267	92	0	0	0	0	732	0	0	0	0
bni	Bacteria	Bifidobacterium animalis subsp. animalis ATCC 25527	1597	94	0	0	0	0	607	0	0	0	0
mmed	Bacteria	Martelella mediterranea	5253	122	0	0	0	0	1704	0	0	0	0
hap	Bacteria	Glaesserella parasuis SH0165	2299	98	0	0	0	0	819	0	0	0	0
baus	Bacteria	Bartonella australis	1313	85	0	0	0	0	566	0	0	0	0
bna	Plants	Brassica napus (rape)	107563	138	0	0	0	0	17969	0	0	0	0
aip	Plants	Arachis ipaensis	46931	136	0	0	0	0	5854	0	0	0	0
ais	Bacteria	Achromobacter insolitus	5967	127	0	0	0	0	1902	0	0	0	0
aio	Bacteria	Actinobacillus indolicus	2201	105	0	0	0	0	818	0	0	0	0
ain	Bacteria	Acidaminococcus intestini	2472	93	0	0	0	0	699	0	0	0	0
hav	Bacteria	Hafnia alvei	4300	114	0	0	0	0	1610	0	0	0	0
aid	Bacteria	Acinetobacter indicus	3042	111	0	0	0	0	890	0	0	0	0
gni	Bacteria	Glaciecola nitratireducens	3720	118	0	0	0	0	1074	0	0	0	0
plim	Bacteria	Candidatus Planktophila limnetica	1380	97	0	0	0	0	654	0	0	0	0
nii	Bacteria	Nitrosomonas sp. Is79A3	3605	107	0	0	0	0	904	0	0	0	0
nin	Archaea	Candidatus Nitrosopumilus adriaticus	2264	94	0	0	0	0	563	0	0	0	0
nio	Bacteria	Candidatus Nitrospira inopinata	3440	112	0	0	0	0	894	0	0	0	0
nia	Bacteria	Niabella ginsenosidivorans	4756	108	0	0	0	0	890	0	0	0	0
nid	Archaea	Candidatus Nitrosopumilus piranensis	2216	89	0	0	0	0	575	0	0	0	0
nir	Archaea	Candidatus Nitrosopumilus sediminis	2014	94	0	0	0	0	578	0	0	0	0
nis	Bacteria	Nitratiruptor sp. SB155-2	1911	90	0	0	0	0	736	0	0	0	0
nit	Bacteria	Nitrosomonas sp. AL212	3240	110	0	0	0	0	854	0	0	0	0
epz	Animals	Equus przewalskii (Przewalski's horse)	25673	329	0	0	0	0	8754	0	0	0	0
thz	Bacteria	Thermotoga sp. Cell2	1737	93	0	0	0	0	709	0	0	0	0
thy	Archaea	Thermococcus sp. P6	1637	82	0	0	0	0	478	0	0	0	0
thx	Bacteria	Thermoanaerobacter sp. X513	2536	100	0	0	0	0	871	0	0	0	0
thw	Bacteria	Thioclava nitratireducens	4135	119	0	0	0	0	1407	0	0	0	0
thv	Archaea	Thermococcus sp. 2319x1	2347	87	0	0	0	0	637	0	0	0	0
thu	Bacteria	Thauera humireducens	3873	119	0	0	0	0	1289	0	0	0	0
tht	Bacteria	Thalassotalea sp. HSM 43	3531	114	0	0	0	0	956	0	0	0	0
epr	Bacteria	Erwinia pyrifoliae DSM 12163	4134	113	0	0	0	0	1354	0	0	0	0
thr	Bacteria	Thermotoga sp. RQ7	1901	94	0	0	0	0	738	0	0	0	0
thq	Bacteria	Thermotoga sp. 2812B	1872	97	0	0	0	0	746	0	0	0	0
thp	Bacteria	Thermosipho sp. 1063	1789	91	0	0	0	0	594	0	0	0	0
tho	Bacteria	Candidatus Thioglobus autotrophicus	1637	89	0	0	0	0	656	0	0	0	0
epo	Bacteria	Endomicrobium proavitum	1409	89	0	0	0	0	513	0	0	0	0
thm	Archaea	Thermococcus cleftensis	2090	81	0	0	0	0	563	0	0	0	0
thl	Bacteria	Tetragenococcus halophilus	2634	94	0	0	0	0	851	0	0	0	0
thk	Bacteria	Thauera sp. K11	4635	119	0	0	0	0	1371	0	0	0	0
thj	Plants	Tarenaya hassleriana (spider flower)	29864	138	0	0	0	0	6383	0	0	0	0
thi	Bacteria	Thiomonas arsenitoxydans	3753	116	0	0	0	0	1167	0	0	0	0
thh	Archaea	Thermococcus sp. 5-4	2018	86	0	0	0	0	586	0	0	0	0
thg	Archaea	Thermogladius calderae	1466	77	0	0	0	0	509	0	0	0	0
thf	Archaea	Thermofilum uzonense	1697	78	0	0	0	0	419	0	0	0	0
the	Archaea	Thermococcus sp. 4557	2181	82	0	0	0	0	565	0	0	0	0
thd	Bacteria	Candidatus Tokpelaia hoelldoblerii	1743	100	0	0	0	0	706	0	0	0	0
thc	Bacteria	Thermus sp. CCB_US3_UF1	2334	101	0	0	0	0	882	0	0	0	0
thb	Archaea	Thermofilum adornatus	1942	89	0	0	0	0	542	0	0	0	0
tha	Archaea	Thermococcus sp. AM4	2279	88	0	0	0	0	578	0	0	0	0
epa	Animals	Exaiptasia pallida	23258	126	0	0	0	0	3885	0	0	0	0
lcv	Bacteria	Lactobacillus curvatus	1877	91	0	0	0	0	625	0	0	0	0
lcw	Bacteria	Lactobacillus casei W56	3234	101	0	0	0	0	931	0	0	0	0
lct	Bacteria	Lactobacillus crustorum	2285	94	0	0	0	0	678	0	0	0	0
lcu	Bacteria	Lactobacillus curieae	2037	100	0	0	0	0	717	0	0	0	0
lcr	Bacteria	Lactobacillus crispatus	2100	90	0	0	0	0	653	0	0	0	0
lcs	Bacteria	Lactobacillus casei BD-II	3290	102	0	0	0	0	926	0	0	0	0
lcp	Bacteria	Lysobacter capsici	5743	123	0	0	0	0	1168	0	0	0	0
lcz	Bacteria	Lactobacillus paracasei Zhang	2909	103	0	0	0	0	907	0	0	0	0
capq	Bacteria	Capnocytophaga sp. H2931	2231	97	0	0	0	0	543	0	0	0	0
capr	Bacteria	Caproiciproducens sp. NJN-50	3233	101	0	0	0	0	919	0	0	0	0
lcy	Bacteria	Lactobacillus coryniformis	3012	97	0	0	0	0	802	0	0	0	0
lcf	Animals	Lates calcarifer (barramundi perch)	28454	167	0	0	0	0	7579	0	0	0	0
capn	Bacteria	Capnocytophaga sp. ChDC OS43	3138	88	0	0	0	0	620	0	0	0	0
lce	Bacteria	Lactobacillus casei LC2W	3249	102	0	0	0	0	931	0	0	0	0
caph	Bacteria	Capnocytophaga sp. H4358	2224	96	0	0	0	0	597	0	0	0	0
lcc	Bacteria	Liberibacter crescens	1433	96	0	0	0	0	646	0	0	0	0
lca	Bacteria	Lactobacillus paracasei ATCC 334	2922	102	0	0	0	0	823	0	0	0	0
lcn	Bacteria	Leuconostoc carnosum	1769	88	0	0	0	0	702	0	0	0	0
lco	Animals	Larimichthys crocea (large yellow croaker)	25582	167	0	0	0	0	6659	0	0	0	0
lcl	Bacteria	Lactobacillus casei LOCK919	3178	104	0	0	0	0	952	0	0	0	0
lcm	Animals	Latimeria chalumnae (coelacanth)	26177	167	0	0	0	0	6198	0	0	0	0
lch	Bacteria	Leptothrix cholodnii	4445	120	0	0	0	0	1484	0	0	0	0
lci	Bacteria	Leuconostoc citreum	1905	96	0	0	0	0	711	0	0	0	0
bpa	Bacteria	Bordetella parapertussis 12822	4467	120	0	0	0	0	1490	0	0	0	0
bpc	Bacteria	Bordetella pertussis CS	3873	118	0	0	0	0	1291	0	0	0	0
bpb	Bacteria	Butyrivibrio proteoclasticus	3881	97	0	0	0	0	858	0	0	0	0
bpe	Bacteria	Bordetella pertussis Tohama I	3856	118	0	0	0	0	1267	0	0	0	0
bpd	Bacteria	Burkholderia pseudomallei 668	7196	128	0	0	0	0	1893	0	0	0	0
bpg	Plants	Bathycoccus prasinos	7959	117	0	0	0	0	1768	0	0	0	0
bpf	Bacteria	Bacillus pseudofirmus	4437	109	0	0	0	0	1150	0	0	0	0
bpi	Bacteria	Blattabacterium sp. BPLAN (Periplaneta americana)	626	74	0	0	0	0	390	0	0	0	0
bph	Bacteria	Paraburkholderia phymatum	7899	125	0	0	0	0	2158	0	0	0	0
bpk	Bacteria	Burkholderia pseudomallei NCTC 13179	6159	127	0	0	0	0	1948	0	0	0	0
bpj	Bacteria	Brachyspira pilosicoli B2904	2696	102	0	0	0	0	776	0	0	0	0
bpm	Bacteria	Burkholderia pseudomallei 1710b	6420	128	0	0	0	0	1858	0	0	0	0
bpl	Bacteria	Burkholderia pseudomallei 1106a	7255	128	0	0	0	0	1864	0	0	0	0
bpo	Bacteria	Brachyspira pilosicoli 95/1000	2338	101	0	0	0	0	705	0	0	0	0
bpn	Bacteria	Candidatus Blochmannia pennsylvanicus (Camponotus pennsylvanicus)	658	78	0	0	0	0	454	0	0	0	0
bpq	Bacteria	Burkholderia pseudomallei BPC006	7230	129	0	0	0	0	1864	0	0	0	0
bpp	Bacteria	Brucella pinnipedialis B2/94	3506	114	0	0	0	0	1215	0	0	0	0
bps	Bacteria	Burkholderia pseudomallei K96243	5935	127	0	0	0	0	1859	0	0	0	0
bpr	Bacteria	Burkholderia pseudomallei MSHR346	4267	116	0	0	0	0	1280	0	0	0	0
bpu	Bacteria	Bacillus pumilus SAFR-032	3852	111	0	0	0	0	1218	0	0	0	0
bpt	Bacteria	Bordetella petrii	5095	122	0	0	0	0	1604	0	0	0	0
bpw	Bacteria	Brachyspira pilosicoli WesB	2690	102	0	0	0	0	783	0	0	0	0
bpv	Bacteria	Brucella pinnipedialis 6/566	3180	115	0	0	0	0	1241	0	0	0	0
bpy	Bacteria	Paraburkholderia phytofirmans	7489	128	0	0	0	0	2134	0	0	0	0
bpx	Bacteria	Paraburkholderia phenoliruptrix	6605	127	0	0	0	0	2106	0	0	0	0
bpz	Bacteria	Burkholderia pseudomallei 1026b	6262	127	0	0	0	0	1857	0	0	0	0
mabb	Bacteria	Mycobacteroides abscessus subsp. bolletii 50594	5235	129	0	0	0	0	1159	0	0	0	0
ykr	Bacteria	Yersinia kristensenii	4102	116	0	0	0	0	1550	0	0	0	0
plw	Bacteria	Paenibacillus lautus	6648	116	0	0	0	0	1685	0	0	0	0
plv	Bacteria	Paenibacillus larvae	4133	113	0	0	0	0	1118	0	0	0	0
plu	Bacteria	Photorhabdus laumondii subsp. laumondii TTO1	5012	114	0	0	0	0	1404	0	0	0	0
plt	Bacteria	Chlorobium luteolum	2137	92	0	0	0	0	764	0	0	0	0
pls	Bacteria	Planctomyces sp. SH-PL14	6599	115	0	0	0	0	1062	0	0	0	0
plr	Bacteria	Candidatus Portiera aleyrodidarum BT-QVLC	292	40	0	0	0	0	215	0	0	0	0
plq	Bacteria	Pseudomonas lundensis	4362	118	0	0	0	0	1381	0	0	0	0
plp	Bacteria	Pleurocapsa sp. PCC 7327	4665	120	0	0	0	0	1142	0	0	0	0
cbut	Bacteria	Clostridium butyricum	4106	104	0	0	0	0	1293	0	0	0	0
phei	Bacteria	Providencia heimbachae	3906	113	0	0	0	0	1315	0	0	0	0
plz	Bacteria	Pseudoalteromonas luteoviolacea	5151	116	0	0	0	0	1160	0	0	0	0
ply	Bacteria	Candidatus Portiera aleyrodidarum BT-B-HRs	307	38	0	0	0	0	209	0	0	0	0
plx	Bacteria	Planococcus sp. MB-3u-03	3621	108	0	0	0	0	834	0	0	0	0
plg	Bacteria	Paucimonas lemoignei	5230	115	0	0	0	0	1649	0	0	0	0
plf	Bacteria	Pantoea ananatis LMG 5342	4763	116	0	0	0	0	1680	0	0	0	0
ple	Bacteria	Candidatus Portiera aleyrodidarum BT-B	296	40	0	0	0	0	215	0	0	0	0
pld	Bacteria	Candidatus Portiera aleyrodidarum TV	307	43	0	0	0	0	235	0	0	0	0
plc	Bacteria	Candidatus Portiera aleyrodidarum AD-CAI	318	46	0	0	0	0	240	0	0	0	0
plb	Bacteria	Candidatus Portiera aleyrodidarum TV-BCN	308	43	0	0	0	0	233	0	0	0	0
pla	Bacteria	Parvibaculum lavamentivorans	3706	119	0	0	0	0	1060	0	0	0	0
plo	Bacteria	Candidatus Portiera aleyrodidarum BT-QVLC	314	39	0	0	0	0	210	0	0	0	0
pln	Bacteria	Planococcus sp. PAMC 21323	3173	112	0	0	0	0	1029	0	0	0	0
plm	Bacteria	Planctopirus limnophila	4373	108	0	0	0	0	879	0	0	0	0
pll	Bacteria	Planococcus versutus	3326	110	0	0	0	0	1040	0	0	0	0
plk	Bacteria	Plantactinospora sp. KBS50	5798	126	0	0	0	0	1214	0	0	0	0
mgot	Bacteria	Mucilaginibacter gotjawali	4507	115	0	0	0	0	855	0	0	0	0
pli	Bacteria	Candidatus Portiera aleyrodidarum AF-CAI	317	46	0	0	0	0	239	0	0	0	0
plh	Bacteria	Planctomyces sp. SH-PL62	5350	113	0	0	0	0	982	0	0	0	0
obo	Animals	Ooceraea biroi (clonal raider ant)	13553	135	0	0	0	0	2709	0	0	0	0
obi	Animals	Octopus bimaculoides	17342	124	0	0	0	0	3008	0	0	0	0
obg	Bacteria	Lacunisphaera limnophila	3575	108	0	0	0	0	971	0	0	0	0
obt	Bacteria	Opitutaceae bacterium TAV5	6136	105	0	0	0	0	1133	0	0	0	0
obr	Plants	Oryza brachyantha (malo sina)	23100	135	0	0	0	0	4603	0	0	0	0
xya	Bacteria	Xylanimicrobium sp. FW10M-9	3563	113	0	0	0	0	908	0	0	0	0
xyl	Bacteria	Xylanibacterium sp. 2JSPR-7	10837	222	0	0	0	0	1864	0	0	0	0
mtz	Bacteria	Mycobacterium tuberculosis KZN 605	4072	126	0	0	0	0	1105	0	0	0	0
mtx	Bacteria	Mycobacterium tuberculosis EAI5	4026	126	0	0	0	0	1092	0	0	0	0
mtr	Plants	Medicago truncatula (barrel medic)	50603	136	0	0	0	3643	6666	0	0	0	10832
mts	Bacteria	Microbacterium testaceum	3727	113	0	0	0	0	1043	0	0	0	0
mtp	Archaea	Methanothrix thermoacetophila	1781	87	0	0	0	0	620	0	0	0	0
mtq	Bacteria	Mycobacterium tuberculosis HKBS1	4199	126	0	0	0	0	1113	0	0	0	0
mtv	Bacteria	Mycobacterium tuberculosis H37Rv	6370	126	0	0	0	1677	1116	0	0	0	2279
mtw	Bacteria	Methylosinus trichosporium	4806	117	0	0	0	0	1101	0	0	0	0
mtt	Bacteria	Marivirga tractuosa	3857	113	0	0	0	0	799	0	0	0	0
mtu	Bacteria	Mycobacterium tuberculosis H37Rv	4008	126	0	257	52	0	1102	0	662	122	0
mtj	Bacteria	Mycobacterium tuberculosis Beijing/NITR203	4158	126	0	0	0	0	1102	0	0	0	0
mtk	Bacteria	Mycobacterium tuberculosis KZN 4207	4044	126	0	0	0	0	1118	0	0	0	0
mth	Archaea	Methanothermobacter thermautotrophicus	1916	85	0	0	0	0	636	0	0	0	0
mti	Bacteria	Mycobacterium tuberculosis RGTB423	3670	123	0	0	0	0	902	0	0	0	0
mtn	Bacteria	Mycobacterium tuberculosis Erdman = ATCC 35801	4302	126	0	0	0	0	1111	0	0	0	0
mto	Bacteria	Mycobacterium tuberculosis CTRI-2	4003	126	0	0	0	0	1112	0	0	0	0
mtl	Bacteria	Mycobacterium tuberculosis CCDC5180	3639	126	0	0	0	0	1071	0	0	0	0
mtm	Fungi	Thermothelomyces thermophilus	9291	120	0	0	0	0	2108	0	0	0	0
mtb	Bacteria	Mycobacterium tuberculosis KZN 1435	4108	126	0	0	0	0	1119	0	0	0	0
mtc	Bacteria	Mycobacterium tuberculosis CDC1551	4245	125	0	0	0	0	1056	0	0	0	0
mta	Bacteria	Moorella thermoacetica	2610	100	0	0	0	0	848	0	0	0	0
mtf	Bacteria	Mycobacterium tuberculosis F11	3998	126	0	0	0	0	1120	0	0	0	0
mtg	Bacteria	Mycobacterium tuberculosis RGTB327	3739	125	0	0	0	0	941	0	0	0	0
mtd	Bacteria	Mycobacterium tuberculosis UT205	3859	125	0	0	0	0	1105	0	0	0	0
mte	Bacteria	Mycobacterium tuberculosis CCDC5079	3696	126	0	0	0	0	1090	0	0	0	0
kvd	Bacteria	Klebsiella variicola DX120E	5364	119	0	0	0	0	1960	0	0	0	0
kva	Bacteria	Klebsiella variicola At-22	5213	119	0	0	0	0	1959	0	0	0	0
kvl	Bacteria	Ketogulonicigenium vulgare WSH-001	3198	105	0	0	0	0	1162	0	0	0	0
kvu	Bacteria	Ketogulonicigenium vulgare Y25	3358	104	0	0	0	0	1155	0	0	0	0
kvq	Bacteria	Klebsiella variicola DSM 15968	5156	119	0	0	0	0	1953	0	0	0	0
psor	Bacteria	Paeniclostridium sordellii	3528	98	0	0	0	0	821	0	0	0	0
psos	Bacteria	Pseudomonas sp. Os17	6284	121	0	0	0	0	1928	0	0	0	0
psol	Bacteria	Candidatus Phytoplasma solani	547	43	0	0	0	0	233	0	0	0	0
psom	Plants	Papaver somniferum (opium poppy)	80423	137	0	0	0	0	10399	0	0	0	0
psoj	Protists	Phytophthora sojae	26563	111	0	0	0	0	2285	0	0	0	0
ccof	Bacteria	Campylobacter coli FB1	1814	93	0	0	0	0	775	0	0	0	0
